DATE,US105756BB58,US29082HAA05,US31572UAF30,US71645WAQ42,US91911TAE38
2019-09-30,,,,,
2019-10-01,-0.001775690569288379,0.0012809356759555825,0.0002600347904053359,-0.004534164216268094,-0.0036986713302821547
2019-10-02,-0.0013747523066622149,-0.0023760277904039716,0.000883612845744707,-0.003924582039458139,0.0003841643831742324
2019-10-03,0.001776672630457909,0.0008987186587809671,0.00015677827178049242,0.0052688380137923185,0.0035529204702939455
2019-10-04,0.0020319279664559107,-0.0016825729402639726,0.004172020416034464,9.162733612899307e-05,-0.001430604449940181
2019-10-07,-0.0018539966941280325,-0.001967347059816873,-0.0009084562368614334,0.0003560567274003088,0.0016747917902222985
2019-10-08,-0.0007389136846669317,0.003769930582976223,0.0014376234757497248,-0.005135319910773607,0.0009615910701067648
2019-10-09,0.005274933285672236,-0.0039049971490958805,-0.00037121890429149144,0.0031131007666913616,-0.002379438237051089
2019-10-10,0.0024084098599428793,-0.00028296883789127517,0.0003435207586805749,-0.0008939159742612382,-0.0001481730737199765
2019-10-11,-0.0010432704574158118,0.0031901675185991027,0.002841521285796279,0.006171797873294057,0.0023856162803583213
2019-10-15,0.00011234875966111124,-0.0010607404598107699,-0.00017309990670049546,-0.004096748228299143,-0.0027762268826999554
2019-10-16,0.0019796151067976104,0.002064902723657552,0.0013885587401735735,0.0023598158340928767,0.0020156642045246
2019-10-17,-0.0004507527393709469,-0.0009404626058924365,-0.00010667304262785655,-0.00010698675272627829,4.73699303787734e-05
2019-10-18,0.0010097511271911198,0.0018046534032023014,0.0006279198362822413,-0.001157741781986206,0.0015102883049732047
2019-10-21,-0.0009301491947036383,-0.0020075964419743694,-0.00034654828605489344,-0.00525731690454204,-0.001598471051748041
2019-10-22,0.0009171359674808686,0.0020648193073386782,0.003415195094710989,0.011094505073079745,0.003597512178034681
2019-10-23,-1.0844485380389755e-05,-0.0004251623493760734,-0.0023483577799288595,-0.0015109365264530314,-0.004640261338237427
2019-10-24,0.0016470136437744755,-0.002325235481504843,0.0018277917442712955,0.0010453507776796776,0.0009181140003169862
2019-10-25,0.0007510906860349749,0.0012497128789075598,-0.0007648436432751604,0.002510049017334806,-5.3211554209210766e-05
2019-10-28,-0.0017331933889206614,0.0019056928896716595,0.0015593312062511585,-9.428108111385592e-05,0.0006055697295268434
2019-10-29,0.00023189209969494152,-0.0018602120480135187,0.0,-0.0008935401589926172,0.00035399003953260195
2019-10-30,0.00012206489028035728,0.00128988467554912,0.0011059163066065893,0.0021921226082916453,0.00010704638286277152
2019-10-31,0.0019221811411584534,-0.00022349718677359932,-0.0007066200152146805,0.00014037886910222538,-0.0007262468618749131
2019-11-01,0.0011519696963761226,-0.003116898877270448,-0.00042036451442077237,0.0031729496358422473,0.0014505113920182553
2019-11-04,-0.002295886183951132,-0.0009219141266745463,-0.002109984969391445,-0.0036609366051446506,-0.0022188528475020563
2019-11-05,-0.0075060602715677225,0.0020633258570119314,0.0013521498854960868,-0.005913256229685003,0.001459635656365416
2019-11-06,-0.00036289312759425416,-0.0019912564477535706,0.0015819128502169932,0.0024666038217292905,0.00236528467491794
2019-11-07,-0.0033391177744712263,0.0012717631585492935,-0.0014059192881938295,-0.00495571417659423,-0.0011564867211751656
2019-11-08,-0.0011851764528745155,-0.00217893922020916,0.0006313053432191336,-0.004772130105345465,-0.00013310722097243294
2019-11-12,-0.0025723449213910037,0.0008141234430737587,0.0007929190731570257,-0.0006553151280305077,0.0009771618300136748
2019-11-13,6.153255623558765e-05,0.0009602149868361804,0.00017754235667295676,-0.00133800205891451,0.00024486785795780063
2019-11-14,0.0018222832903609526,-0.0014694208557137275,-0.0008266638452900866,-0.0005417916739227162,-0.00020926020056339108
2019-11-15,0.001291151046366504,0.0006825322209378716,-0.0005936420018469771,-0.00035758673708150885,0.0033747862034381264
2019-11-18,-0.0011917162890114994,-0.0005857814053260483,0.0007392503312670071,-0.004704889491230626,-0.0020502105601701215
2019-11-19,-0.002543810709756265,0.0014720128736690665,-0.001540492758204737,-0.003491924266660516,-0.0006664256746474122
2019-11-20,0.0015607271277314043,-0.002211572787075907,-0.001413364234326944,0.004808627317597095,-0.0024444556792467564
2019-11-21,0.00015147540364789986,0.0011136966656647971,-0.0008471399886243883,0.0009443019675011724,-0.0014686718811130477
2019-11-22,0.0031042119512380215,-0.0013466343257494053,8.731982822856204e-05,0.0030841439389266254,-0.00023623786929977066
2019-11-25,0.00039965431892411416,0.0005489153579758276,0.002160344622243537,0.0035669787502234447,0.0033938364108291952
2019-11-26,-0.000504699477496837,0.0009728763589965054,-0.0007009348224955746,-0.0007324969326430515,-0.002374912620964221
2019-11-27,-0.0009597773761476867,-0.0017301113458204848,-0.0016073984186821457,-0.002284151583823976,0.0006721543746653105
2019-11-29,-0.000506169915171578,0.0008576694114466174,0.0007378870393635451,0.0011179848599071416,-0.00036114489146783134
2019-12-02,-0.0049054961012861015,0.0003678690610207935,-0.0006101191759326709,-0.0076379092640091,0.0016350318042217
2019-12-03,0.002241145447141729,0.0004069629035576683,-0.00048082294277070807,-0.003190399096043164,-0.003056850433594071
2019-12-04,0.001013318932900625,-0.0007803099458327007,0.000528616796857754,0.006051423913515594,0.0016431809698430997
2019-12-05,0.0006167138420198466,-0.00020088003785667972,-3.768342522566533e-05,0.0009713225222864822,0.00023077631580322144
2019-12-06,0.00151200884417158,-0.00047679506936269627,-3.584652723366218e-05,-0.00031291743462565514,-0.000980985207677833
2019-12-09,0.001366075569888543,0.0033309801634552666,0.0023530319096498314,0.012637232857953208,0.0009067349171941051
2019-12-10,0.0011413429727954042,-0.0017489317430547247,-0.001029401331688236,-0.004296124745746629,0.0010833618451005142
2019-12-11,0.005015622998036991,0.0044170113275379605,0.0021319418228855844,0.005880509003857519,0.005529453367074849
2019-12-12,0.0019441080660732948,-0.009225677822398661,-0.0022760691619338616,-0.004491307916510819,-0.008061069874364446
2019-12-13,0.0013914979206031282,0.006338124346003771,0.00315503072550183,0.012718524182971052,0.012873037633762477
2019-12-16,0.000898204085554179,0.0009922577406858526,-0.0011198952882634267,-0.0009841773405104629,-0.0022963231109271592
2019-12-17,0.00027565325304660033,-0.001466886735033426,-0.00018509118084204261,-0.0002910039271930598,0.0034996593670399323
2019-12-18,-0.0005528263205284221,0.0011274451177793088,0.004641660787575555,0.0018282491681148366,0.003400774353432351
2019-12-19,-0.001512089597460618,-0.001549425469600116,0.001502979125015645,-0.0023421931100228487,0.0039788149593304786
2019-12-20,-0.0019003955588342673,0.000920289345586367,9.107600839554514e-06,0.00430230967636846,0.0050150820610128845
2019-12-23,0.0017181836357413542,0.0002986841528374763,-0.001984683856552987,-0.0012711271264470331,-0.0006867876047337273
2019-12-24,0.00017715092907756894,0.0012565919263471841,0.0014298796157886627,0.0023733337330625773,0.002484972242474177
2019-12-26,0.0002718114223798,0.0022054511173514803,-0.0001376099343785835,0.0021999278391506894,0.0004648028816432517
2019-12-27,-0.0007563394401089894,0.0006095464963383592,9.569103286640094e-05,-0.0032205108156799244,-0.0006072628681699579
2019-12-30,-0.0008365439933935054,-0.0017252892504764782,0.00046556568665238136,0.0032594940317154262,0.0008346258236494871
2019-12-31,0.0002996731847502638,-0.0016254549033393917,-0.0013645109908479434,-0.007463260773267002,-0.004314535027882978
2020-01-02,0.000665619064752537,0.002981613787201162,0.001788888864727339,0.004757101276136758,0.0037336297911930937
2020-01-03,1.8081292769602942e-05,0.0018225597274820597,0.0019292847394061334,0.0026248014964581267,0.0035545249697213075
2020-01-06,-6.364760061548856e-05,-0.0005579250405800177,-0.0013758606413207517,-0.0017244813123844873,0.000528738427634839
2020-01-07,0.002146592595038177,0.002272319996497264,0.004887397381780655,0.0001977919464380419,0.008384922620415722
2020-01-08,-0.0006490550845307647,-0.004508046184793677,-0.003843279679990895,-0.0013853658846328316,-0.007642055224056392
2020-01-09,0.0032065164334683554,0.001263142015510977,0.002834895875999979,0.01038372098930428,0.0033237907416941
2020-01-10,0.003970257778192501,0.002279957345090377,0.002106211383379281,0.008283431588689308,0.0011204577416189599
2020-01-13,-0.0013575688690410047,-0.002263634056926963,-0.0012554054449147331,0.005040422592065269,-0.002640525420914615
2020-01-14,-8.544783827550105e-05,0.0011917866925452035,0.0018468094860506843,-0.003752312171732184,0.001650793891704043
2020-01-15,0.001157592351796817,3.98527260675375e-05,-0.0007388573731020398,0.007343384924876861,0.0018690609936844425
2020-01-16,0.002807670791589212,5.434206702249004e-05,-0.00020538534932744684,-0.0018046960095327192,-0.0029702254843252543
2020-01-17,-0.0008106931798761366,-0.0012388268164981113,0.0006051776797250661,0.008078346275637563,0.0013639708565644725
2020-01-21,0.0020165723256594893,0.003196792714363107,0.0004782744599942455,0.0016203405931174404,-0.00217479769092951
